,0,1,2,3,4,5
154,1,500,155,"[21.328153007618024, 20.627610679170907, 17.71213819105896]",14,"[(21.637159731205326, 22.363373300367343, 16.452896433226062), (17.683046437002478, 18.328237086650674, 17.45474492037763), (18.36989712054624, 18.889333720412733, 15.309834733462614), (19.470807480724805, 17.356317408390417, 18.424568959532394), (19.438002933855067, 17.21303765753247, 16.026016003335837), (23.633417454627544, 21.19252264652236, 14.78676161008443), (20.230744779632627, 21.530016269824877, 14.578705801691592), (19.391484601369754, 19.04059895370154, 19.553993707486008), (21.055930057382266, 19.141241308287903, 14.897255392904869), (22.030304069287418, 17.61073580947065, 19.0455294203905), (21.758974458273837, 20.20047146329313, 19.675597644114315), (18.853994614366528, 22.12988231908177, 20.57951061146417), (18.501305130437007, 22.198583449497946, 16.557272362373308), (24.23809061180379, 18.64636474903002, 18.27621788717011)]"
155,1,500,156,"[15.5610547761724, 14.520326574317147, 15.765013811199585]",16,"[(18.228716030501502, 15.1565757481695, 18.03807062065711), (16.70828029922483, 13.868553757227511, 11.318761265247739), (15.509232096012127, 12.250432979046684, 18.78472264262787), (19.055924454214747, 14.849270851287873, 16.163981525085408), (20.185046423091915, 15.2264962674125, 14.033542356461785), (14.414073796460046, 11.874617928268126, 13.340524275922265), (15.504990729128854, 17.095866033685176, 14.600332348835215), (16.770099235088782, 12.857255966521441, 16.55487837248655), (14.07063013504656, 11.362428127000735, 16.33706227443417), (13.489069426481906, 14.82995465216198, 16.168745701861567), (19.045035031207416, 13.149444202557504, 15.101333199775258), (15.505736796559527, 16.65518794097791, 17.273091839221767), (16.372463132026613, 15.722491579103847, 18.904446777175664), (17.044257063947335, 11.951059506642586, 13.929228309967833), (14.200326611569588, 14.53803916013269, 11.202833308136478), (13.433815271987678, 14.79765729288124, 18.43128680395023)]"
156,1,500,157,"[23.13125606608004, 10.899745831404982, 4.91529656762506]",11,"[(25.26139280518348, 11.301715776596607, 11.12919631474238), (21.546305132509193, 15.267707636196665, 3.190039200315754), (19.14708677182407, 10.891754759934841, 1.7481705568364128), (20.702699727358674, 8.806452952984651, 3.6310408502131026), (23.179942974268194, 11.90388771815372, 7.5864919871802945), (21.610289813170862, 12.334799646127118, 3.554839660175743), (22.648641933953495, 9.946278229712341, 6.965947140915549), (21.141620691999716, 12.35189769392311, 7.199218312220659), (24.31579770632278, 6.178632362981409, 11.666307086127523), (22.39454905600269, 8.904435827356352, 4.8006633767723335), (24.038751023947533, 14.877943494257957, 7.614600891321554)]"
157,1,500,158,"[15.946628917574778, 6.829661514073394, 21.940992323691344]",12,"[(14.650817381814633, 9.834485805693328, 18.767207328199458), (14.059557323479856, 4.350380228009788, 22.968015953879846), (18.39723583666323, 7.636009122840761, 21.99235294125978), (17.054005484693658, 4.9647877301864645, 20.114789327164274), (14.770273127305561, 5.3926935947642605, 21.156402536396513), (13.091735444417093, 6.424234074537233, 22.012815127784158), (16.94741708984721, 9.07270260589555, 22.253649599993665), (13.404831314348229, 6.995561126926332, 19.94621769365148), (16.432070741067204, 7.454024878204126, 24.461289372423227), (14.752745336606898, 9.706572742718624, 22.06830238846661), (17.376093892204988, 7.044922406947557, 18.824633541410186), (13.140885522330814, 8.444910472332186, 22.347333815401036)]"
158,1,500,159,"[13.030229614112601, 6.453314553983178, 3.6486703651993695]",13,"[(13.747002155268284, 10.01280601202041, 0.9910048063323277), (11.8535911573978, 4.380142426076101, 5.932507488671092), (9.45465988517179, 6.146984703590558, 2.75099327439276), (15.509644999376476, 5.354975505812634, 5.4427205933146325), (11.596828372013855, 7.867129562174245, 3.9891762485122584), (13.63711094442952, 4.741535268225412, 6.829806660683911), (10.045275844787438, 6.23601278319726, 5.041668589298231), (16.721444417675745, 8.445805261308411, 2.3370209292715995), (12.667002058636939, 7.785378472029135, 6.630484923285971), (17.637214818670873, 6.338296185248546, 4.192289018754317), (11.26699939180856, 4.358679958570106, 3.673038351702487), (11.995007439630283, 10.066000688514025, 3.562498736843066), (14.92848573190788, 7.268986339552906, 4.095933830523205)]"
159,1,500,160,"[18.994815173228925, 10.61602710417306, 14.463163910330875]",12,"[(17.044866049414466, 9.972893608704279, 17.973472914135506), (16.569810068391906, 9.986231945710102, 13.21230443953004), (16.770099235088782, 12.857255966521441, 16.55487837248655), (18.93774386200564, 7.191787077822978, 13.234551278121748), (19.045035031207416, 13.149444202557504, 15.101333199775258), (19.99671152196658, 11.552466575329968, 17.568484825640756), (18.22955797423778, 8.771696647158477, 15.931751048984056), (21.274378670302852, 13.441196346563594, 15.799112246399003), (21.008122351624255, 9.740909277136886, 14.191351608683725), (17.044257063947335, 11.951059506642586, 13.929228309967833), (20.65830972402022, 13.075508458916199, 13.16134618796188), (19.252076927715986, 11.255904567197359, 12.435161957630692)]"
160,1,500,161,"[21.65838448308007, 14.974398285525904, 11.372758731226678]",14,"[(25.387105626445084, 13.435380247772532, 12.203603355038457), (19.66748048024151, 13.70763285020259, 10.255750668200202), (23.57963811014171, 16.616058143753314, 15.613664162012148), (23.595565523115617, 11.42708396242407, 12.886852860413846), (21.970432424972426, 14.538581014507429, 8.657534084412575), (20.847354985029774, 17.02055086664699, 12.420847355569796), (25.314661409199456, 15.331473642420109, 15.191228458909908), (21.225373174193475, 17.10771428259479, 9.468255974942164), (24.702074740593346, 14.406389826217955, 9.814259457791225), (23.4112871843336, 12.48943725427078, 11.013538186671981), (23.123106400346867, 18.012851486610156, 12.136580534936193), (20.65830972402022, 13.075508458916199, 13.16134618796188), (25.60194494600361, 16.96079876046841, 12.143419143073102), (20.185046423091915, 15.2264962674125, 14.033542356461785)]"
161,1,500,162,"[17.241894987383603, 17.450619454634563, 11.982336240311415]",17,"[(16.70828029922483, 13.868553757227511, 11.318761265247739), (17.824286183314427, 20.263867851125152, 9.778457454229168), (19.66748048024151, 13.70763285020259, 10.255750668200202), (20.185046423091915, 15.2264962674125, 14.033542356461785), (20.847354985029774, 17.02055086664699, 12.420847355569796), (18.72756046866427, 18.754550169380447, 12.910519566467242), (15.504990729128854, 17.095866033685176, 14.600332348835215), (21.225373174193475, 17.10771428259479, 9.468255974942164), (18.36989712054624, 18.889333720412733, 15.309834733462614), (12.390480964532458, 16.314509249850925, 11.800471263670277), (14.066618629777066, 18.68696802573009, 14.055608461948559), (16.37178308725666, 16.762910942690212, 9.684552370298555), (19.438002933855067, 17.21303765753247, 16.026016003335837), (16.125991094426148, 18.810519187938734, 9.521118298932219), (15.20885433614718, 19.410682347469873, 11.343217324835882), (17.498454654610498, 21.070590734674195, 12.341620201265254), (14.200326611569588, 14.53803916013269, 11.202833308136478)]"
162,1,500,163,"[13.747002155268284, 10.01280601202041, 0.9910048063323277]",19,"[(9.45465988517179, 6.146984703590558, 2.75099327439276), (9.753987356189082, 8.608595181906187, 3.2218255971894654), (19.14708677182407, 10.891754759934841, 1.7481705568364128), (7.199180776202523, 11.816459480116201, 2.09039930986656), (16.753370590984858, 11.836025433626013, 1.2808097052532834), (11.995007439630283, 10.066000688514025, 3.562498736843066), (13.030229614112601, 6.453314553983178, 3.6486703651993695), (11.921082672146346, 14.537493976776346, 0.35245583809883235), (14.666342990434204, 13.034981367285203, 2.4075245081051913), (16.721444417675745, 8.445805261308411, 2.3370209292715995), (14.926963663593513, 12.179967358471574, 0.27963035188523294), (14.92848573190788, 7.268986339552906, 4.095933830523205), (13.65685056198016, 11.048824864161592, 5.017540741661802), (11.26699939180856, 4.358679958570106, 3.673038351702487), (16.43352382225934, 12.468025018324308, 4.196829173181542), (16.712563332026047, 9.682526751788824, 4.921354864815775), (11.596828372013855, 7.867129562174245, 3.9891762485122584), (8.713239547981063, 13.145296540167173, 2.3192875095827596), (11.200193540811975, 13.513150260295976, 3.5815720831944815)]"
163,1,500,164,"[11.921082672146346, 14.537493976776346, 0.35245583809883235]",15,"[(13.747002155268284, 10.01280601202041, 0.9910048063323277), (9.45465988517179, 6.146984703590558, 2.75099327439276), (12.461833332859106, 18.114048385792852, 1.290341448010489), (14.666342990434204, 13.034981367285203, 2.4075245081051913), (14.355108154466985, 18.676534330015848, 1.68255488072554), (14.785706767317377, 15.779590013262702, 4.205388717921292), (10.790678366965341, 17.112456929814247, 2.4151676347791486), (8.713239547981063, 13.145296540167173, 2.3192875095827596), (11.200193540811975, 13.513150260295976, 3.5815720831944815), (7.199180776202523, 11.816459480116201, 2.09039930986656), (9.342981907423505, 15.090593501046921, 2.7043708555513586), (14.926963663593513, 12.179967358471574, 0.27963035188523294), (12.269610092118954, 16.041020569194007, 3.5244901100717274), (11.995007439630283, 10.066000688514025, 3.562498736843066), (8.638161639780105, 17.862305454733868, 1.9183748921948005)]"
164,1,500,165,"[15.79568495918252, 20.199451268447753, 23.1861285980426]",14,"[(12.73008740096028, 20.697138601043836, 22.379796326943115), (13.713491214421026, 22.8435121992718, 20.493674459163323), (16.583289074396074, 17.60213683365666, 21.63715394474125), (14.444787060160342, 21.095176698836433, 19.81432261095677), (14.390994646078674, 17.539553086929153, 22.58850112115376), (16.72019003363393, 18.706818653497844, 19.796951073618033), (11.971006532380565, 17.587363989159336, 23.971270112779575), (10.446040166250453, 20.70021921614191, 23.150856086116548), (17.89879006822493, 19.22435455138124, 21.433300019556466), (17.90437364533444, 18.135389100037603, 24.686683010042877), (15.758976387151185, 17.068638277046205, 25.04674616522074), (12.09986176878108, 23.88678532568522, 19.58893683266421), (18.853994614366528, 22.12988231908177, 20.57951061146417), (16.782930868286044, 21.64839046273299, 19.50913703647477)]"
165,1,500,166,"[14.059557323479856, 4.350380228009788, 22.968015953879846]",15,"[(20.392008436006705, 2.597396344439649, 16.423727286262114), (12.767089355541104, 5.0726493037389675, 19.34409686940478), (10.382402061984337, 6.9922034514718625, 21.947171821489565), (14.770273127305561, 5.3926935947642605, 21.156402536396513), (17.054005484693658, 4.9647877301864645, 20.114789327164274), (14.290400001978043, 2.813391555960826, 19.977923380494875), (18.528430486395816, 4.595293275910158, 18.773092196829502), (13.091735444417093, 6.424234074537233, 22.012815127784158), (10.18702132884842, 3.8067313377434377, 21.705834082962266), (19.73983495423075, 6.409945603762091, 20.234440905321883), (15.946628917574778, 6.829661514073394, 21.940992323691344), (16.432070741067204, 7.454024878204126, 24.461289372423227), (13.748699851974033, 8.571729218742943, 25.26429958723332), (7.6161858270631155, 10.529333915700798, 24.88227280703544), (11.601589287445442, 2.2130504996618505, 20.155201480353277)]"
166,1,500,167,"[15.085812440093855, 18.329620708674693, 4.737974047796895]",15,"[(15.954748213931442, 21.652957191979493, 5.686701547736259), (13.700082864095888, 21.552383775962966, 5.797128027690622), (17.499760047156503, 20.174528215450582, 4.051708975414474), (16.2753612341227, 17.73192730360936, 7.707140757849384), (14.10251371222499, 18.259998639420164, 7.955970167133464), (14.785706767317377, 15.779590013262702, 4.205388717921292), (18.27417614226025, 17.612869785624277, 5.661994552626001), (13.243355849657839, 18.419192893047022, 5.546871580337165), (15.476760405112856, 21.60911467810854, 3.4146475061763755), (12.269610092118954, 16.041020569194007, 3.5244901100717274), (15.249718835119424, 19.891448799859614, 6.908360793407607), (14.355108154466985, 18.676534330015848, 1.68255488072554), (17.81922424595975, 18.252136011086225, 2.2541086676101467), (13.316827434733645, 19.2844135897205, 3.414062395259305), (17.771006361429674, 15.368756815060653, 5.349275189039759)]"
167,1,500,168,"[10.313949862181584, 21.959252082110687, 21.11517464353591]",11,"[(9.473922965021206, 22.201723024595342, 17.80515532815276), (12.73008740096028, 20.697138601043836, 22.379796326943115), (13.713491214421026, 22.8435121992718, 20.493674459163323), (11.714433002095062, 21.873028950526106, 19.12278495149666), (9.1315125432201, 18.793196935432874, 21.318651833845408), (8.12293007103565, 20.473459425998215, 18.900609079426605), (10.446040166250453, 20.70021921614191, 23.150856086116548), (11.862559022118992, 17.90144389039035, 21.341864330509942), (12.09986176878108, 23.88678532568522, 19.58893683266421), (8.162102618707568, 22.327437056162836, 21.19886325469663), (11.361442502716406, 20.18766617093145, 18.01930922485282)]"
168,1,500,169,"[4.567943677636987, 17.837053605274168, 15.682761500503103]",12,"[(7.7073787561068094, 17.752318523060595, 16.980283021116115), (4.716754801705109, 14.88699722088076, 13.300189412697604), (3.7866057593324802, 19.82557905996654, 19.50040455262609), (7.35225282714222, 14.813435658309501, 14.303285124327212), (1.9410299822562498, 17.348924761605435, 15.326461583375602), (5.532454960828771, 21.24957283101782, 17.001817260426), (4.680005200700606, 15.886420158252724, 17.503942514406333), (3.375434005298375, 16.402598535674546, 12.896929356051173), (7.032162998196868, 18.56452680872706, 13.516954601027804), (4.40325572851589, 17.9068056633498, 19.22194676289756), (3.9482367676847328, 20.85739532898458, 15.590873954740141), (4.10889469510617, 19.149228098327626, 14.219809109972244)]"
169,1,500,170,"[11.842200971190751, 10.401468439916158, 25.140237710123877]",11,"[(8.977365237306152, 8.60429935125138, 23.371132583400527), (10.058789911319117, 11.60620031788537, 24.027519298101446), (12.203558158947867, 14.429802143055515, 25.692958970533287), (11.664636255482074, 14.571332671888454, 22.40713317914827), (14.33153608431306, 11.115930230930207, 25.5886594252845), (14.39949610947145, 14.635016852688219, 23.755972296585444), (11.366539954395222, 10.94673075041619, 21.38205897791956), (13.748699851974033, 8.571729218742943, 25.26429958723332), (7.6161858270631155, 10.529333915700798, 24.88227280703544), (14.752745336606898, 9.706572742718624, 22.06830238846661), (13.140885522330814, 8.444910472332186, 22.347333815401036)]"
170,1,500,171,"[18.93774386200564, 7.191787077822978, 13.234551278121748]",18,"[(20.984885424248542, 7.52103644697918, 12.267904093745866), (18.994815173228925, 10.61602710417306, 14.463163910330875), (16.569810068391906, 9.986231945710102, 13.21230443953004), (17.518626929335092, 10.662287015587191, 11.230259559034565), (14.67126452595511, 5.500621358437915, 12.834855340527783), (22.19707226507584, 4.412414785129258, 13.660584503622081), (20.926637464631167, 4.4099942068930895, 15.464132486738382), (18.73310787507179, 6.322104849051874, 15.90991127410387), (18.208082244384084, 4.924897934602016, 10.019151297864324), (15.995466832722634, 9.288209280912088, 11.281722822424095), (21.71590463886935, 7.450936257381027, 14.155666713882749), (18.88426647120634, 4.20424186232913, 15.017318280741204), (18.22955797423778, 8.771696647158477, 15.931751048984056), (21.008122351624255, 9.740909277136886, 14.191351608683725), (19.17729015481401, 9.343498286832169, 9.661327700455933), (18.289288074130365, 5.26328848361476, 12.885062833809592), (16.155633795711815, 7.354680693645371, 15.561578281128819), (19.252076927715986, 11.255904567197359, 12.435161957630692)]"
